notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
中央财经大学公开引入食堂原材料入围供应商采购项目04包（三次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292857.htm,2026-09-09 10:02,北京,中央财经大学,成交公告,成交公告
辐射探测计量校准项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292786.htm,2026-09-09 09:52,上海,中华人民共和国上海海关,成交公告,成交公告
中国极地研究中心（中国极地研究所）存储服务器扩容配件采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292778.htm,2026-09-09 09:50,上海,中国极地研究中心（中国极地研究所）,成交公告,成交公告
邹城市消防救援大队档案室装修改造工程成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292749.htm,2026-09-09 09:47,山东,邹城市消防救援大队,成交公告,成交公告
应急管理部森林消防局昆明航空救援支队2026年发动机燃油喷嘴翻修项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292751.htm,2026-09-09 09:47,云南,昆明航空救援支队,成交公告,成交公告
襄垣县消防救援大队2026年食堂餐饮服务项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292736.htm,2026-09-09 09:44,山西,襄垣县消防救援大队,成交公告,成交公告
杭州市钱塘区消防救援大队2026年度营门夜岗警卫外包服务项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292652.htm,2026-09-09 09:35,浙江,杭州市钱塘区消防救援大队,成交公告,成交公告
临沂市消防救援支队2026年度全市森林消防队伍灭火救援技术培训服务成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292626.htm,2026-09-09 09:30,山东,临沂市消防救援支队,成交公告,成交公告
国家卫生健康委药具管理中心2026年短缺药品信息直报系统云服务项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292612.htm,2026-09-09 09:29,北京,国家卫生健康委药具管理中心,成交公告,成交公告
海关总署广东分署广东口岸外贸监测及应对国际经贸摩擦预警评估体系服务项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292592.htm,2026-09-09 09:25,广东,中华人民共和国海关总署广东分署,成交公告,成交公告
安顺市西秀区消防救援大队车辆保险购置项目（二次）成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260909_27292520.htm,2026-09-09 09:10,贵州,安顺市西秀区消防救援大队,成交公告,成交公告
华中科技大学人工智能基础能力支撑平台采购项目成交公告,https://www.ccgp.gov.cn/cggg/zygg/cjgg/./202609/t20260908_27291742.htm,2026-09-08 22:02,湖北,华中科技大学,成交公告,成交公告
