notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
中国信息通信研究院信息通信技术产业创新基地建设项目（1#科研实验楼等30项）建设工程一切险（含建筑工程一切险、安装工程一切险、第三者责任险）（三次）竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27280379.htm,2026-09-07 17:00,北京,中国信息通信研究院,,未知公告
南京大学机器人与自动化学院本科教学实验室采购图形工作站项目竞争性磋商采购公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27280377.htm,2026-09-07 17:00,江苏,南京大学,磋商采购公告,磋商采购公告
佘山地震监测中心站物业采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27280295.htm,2026-09-07 16:56,上海,上海市地震局,,未知公告
中国人民大学一站式学习生活组团项目基坑监测及沉降观测竞争性磋商采购公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27280288.htm,2026-09-07 16:56,北京,中国人民大学,磋商采购公告,磋商采购公告
中国劳动关系学院2026年外文纸本图书采购项目（第二次）竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27280119.htm,2026-09-07 16:51,北京,中国劳动关系学院,竞争性磋商公告,竞争性磋商公告
绥化市消防救援支队院内塑胶跑道维修改造工程竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279995.htm,2026-09-07 16:46,黑龙江,绥化市消防救援支队,,未知公告
商务部驻大连特派员办事处办公楼外墙保温和屋面防水维修项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279966.htm,2026-09-07 16:45,辽宁,商务部驻大连特派员办事处,,未知公告
中泓泽润工程管理咨询有限公司关于江西省宜春市奉新县消防救援大队2026年度主副食品采购配送服务项目（项目编号：中泓-FX2026-012）竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279968.htm,2026-09-07 16:44,江西,奉新县消防救援大队,竞争性磋商公告,竞争性磋商公告
惠州大亚湾经济技术开发区消防救援大队广东省惠州市大亚湾经济技术开发区消防救援大队2026-2027年度购买安全服务项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279696.htm,2026-09-07 16:35,广东,惠州大亚湾经济技术开发区消防救援大队,,未知公告
中华人民共和国柳州出入境边防检查站其他房屋及附属设施运维项目（KLLZC262001）竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279701.htm,2026-09-07 16:34,广西,中华人民共和国柳州出入境边防检查站,竞争性磋商公告,竞争性磋商公告
临沂市兰山区消防救援大队消防车辆维修保养服务项目B包竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279529.htm,2026-09-07 16:28,山东,临沂市兰山区消防救援大队,竞争性磋商公告,竞争性磋商公告
宜春市宜阳工程技术咨询有限公司关于萍乡市消防救援支队机关食堂主副食品配送服务采购项目竞争性磋商公告,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279510.htm,2026-09-07 16:26,江西,萍乡市消防救援支队,竞争性磋商公告,竞争性磋商公告
沈阳海关技术中心2026年海关仪器设备购置及能力保障专项设备采购项目竞争性磋商,https://www.ccgp.gov.cn/cggg/zygg/jzxcs/./202609/t20260907_27279417.htm,2026-09-07 16:23,辽宁,沈阳海关技术中心,,未知公告
