notice_title,detail_url,pub_time,area,purchaser,raw_notice_type,notice_type
南宁市消防救援支队轨道交通大队2026年食堂主副食品配送项目采购结果公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288796.htm,2026-09-08 17:03,广西,南宁市消防救援支队轨道交通大队,采购结果公告,采购结果公告
同济大学动力电池环境模拟测试系统采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288790.htm,2026-09-08 17:02,上海,同济大学,项目废标公告,项目废标公告
厦门务实-公开招标-2026-WS348营养盐分析仪结果公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288788.htm,2026-09-08 17:02,福建,自然资源部第三海洋研究所,析仪结果公告,析仪结果公告
延寿县消防救援大队延寿大队2026年食堂食材供应商服务项目（四次）废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288733.htm,2026-09-08 17:01,黑龙江,延寿县消防救援大队,废标公告,废标公告
SPD-03上海某单位电磁屏蔽室维护检测采购项目零星采购,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27289478.htm,2026-09-08 16:59,上海,SPD-03,,未知公告
上海市闵行区消防救援支队2026年新支队部家具采购项目公开比选公告(第二次),https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288693.htm,2026-09-08 16:59,上海,闵行区消防救援支队,公开比选公告,公开比选公告
中国金融电子化集团有限公司2026年计算机终端采购项目终止公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288829.htm,2026-09-08 16:58,北京,中国金融电子化集团有限公司,终止公告,终止公告
山东省地震局山东省地震科普公众逃生避险安全教育中心展项布展项目监理服务比选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288650.htm,2026-09-08 16:56,山东,山东省地震局,服务比选公告,服务比选公告
中国科学院上海光学精密机械研究所KDP晶体加工及镀膜流标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288574.htm,2026-09-08 16:54,上海,中国科学院上海光学精密机械研究所,流标公告,流标公告
中国信息通信研究院密码测评设备采购项目磋商失败公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288501.htm,2026-09-08 16:53,北京,中国信息通信研究院,磋商失败公告,磋商失败公告
沈阳铁路公安局锦州公安处公务车辆加油服务项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288344.htm,2026-09-08 16:46,辽宁,沈阳铁路公安局锦州公安处,项目废标公告,项目废标公告
中华人民共和国番禺出入境边防检查站存量公房修缮项目比价公告（第二次）,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27289031.htm,2026-09-08 16:40,广东,中华人民共和国番禺出入境边防检查站,项目比价公告,项目比价公告
广东省深圳市福田区消防救援大队2026年政府专职消防员职业健康体检服务采购项目遴选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287953.htm,2026-09-08 16:32,广东,深圳市福田区消防救援大队,项目遴选公告,项目遴选公告
昌都市消防救援支队关于政府采购代理机构合作意向征集结果的公示,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287911.htm,2026-09-08 16:31,西藏,昌都市消防救援支队,,未知公告
南京大学电加热滚塑系统采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287833.htm,2026-09-08 16:29,江苏,南京大学,项目废标公告,项目废标公告
南京大学微通道多功能中试合成系统项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287834.htm,2026-09-08 16:29,江苏,南京大学,项目废标公告,项目废标公告
SPD-27吉林省某单位警营文化园地展板制作项目流标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287838.htm,2026-09-08 16:28,吉林,SPD-27,流标公告,流标公告
南草厂49号院内建筑配套设施修缮更新项目遴选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287839.htm,2026-09-08 16:28,北京,中共中央对外联络部机关服务中心,项目遴选公告,项目遴选公告
中联部办公区东门修缮项目遴选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287797.htm,2026-09-08 16:28,北京,中共中央对外联络部机关服务中心,项目遴选公告,项目遴选公告
2026年铁道战备舟桥处舟桥一区训练基地维修改造项目中标候选人公示,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287746.htm,2026-09-08 16:25,山东,铁道战备舟桥处,,未知公告
国家税务总局成都市金牛区税务局非执法类税收辅助服务采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287699.htm,2026-09-08 16:22,四川,国家税务总局成都市金牛区税务局,项目废标公告,项目废标公告
丹东边境管理支队边海防基础设施维护改造采购项目比价公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27288457.htm,2026-09-08 16:20,辽宁,丹东边境管理支队,项目比价公告,项目比价公告
2026年金蝶订阅服务采购单一来源采购征集意见公示,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287773.htm,2026-09-08 16:19,北京,成都印钞有限公司,,未知公告
关于了翁社区消防站改造工程邀请比选的供应商征集公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287574.htm,2026-09-08 16:18,四川,蒲江县消防救援大队,应商征集公告,应商征集公告
海南税务2026年区块链国有土地使用权出让收入场景优化升级、金四多云运维管理平台及金税三期系统等运行维护项目结果公告（采购包1）,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287558.htm,2026-09-08 16:17,海南,国家税务总局海南省税务局,项目结果公告,项目结果公告
四川省成都市青白江区消防救援大队2026年度人身意外险采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287543.htm,2026-09-08 16:16,四川,成都市青白江区消防救援大队,项目废标公告,项目废标公告
中央音乐学院2026年房屋公开招租项目,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287377.htm,2026-09-08 16:10,北京,中央音乐学院,,未知公告
国家工业信息安全发展研究中心东楼地下1层配电设施设备安全改造结果公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287164.htm,2026-09-08 16:00,北京,国家工业信息安全发展研究中心,改造结果公告,改造结果公告
国家粮食和物资储备局黑龙江局五二五处国家粮食和物资储备局黑龙江局525处某项目邀请施工总承包单位投标单位征集公告（二次）,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287108.htm,2026-09-08 15:57,黑龙江,国家粮食和物资储备局黑龙江局五二五处,单位征集公告,单位征集公告
阿勒泰海关塔克什肯口岸基础设施修缮项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287120.htm,2026-09-08 15:56,新疆,中华人民共和国阿勒泰海关,项目废标公告,项目废标公告
中国传媒大学游泳馆承包经营管理项目（三次）比选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287037.htm,2026-09-08 15:53,北京,中国传媒大学,比选公告,比选公告
中国福利彩票发行管理中心2026年短视频平台福彩开奖节目直播项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287043.htm,2026-09-08 15:52,北京,中国福利彩票发行管理中心本级,项目废标公告,项目废标公告
清华大学电镜年度维保服务采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287010.htm,2026-09-08 15:51,北京,清华大学,项目废标公告,项目废标公告
中国科学院动物研究所靶向生物农药创制反应器采购项目废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287001.htm,2026-09-08 15:51,北京,中国科学院动物研究所,项目废标公告,项目废标公告
西北工业大学激光特性测试子系统（三次）废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287005.htm,2026-09-08 15:50,陕西,西北工业大学,废标公告,废标公告
哈尔滨工程大学材化与分析测试楼抗震支吊架安装工程比选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287003.htm,2026-09-08 15:50,黑龙江,哈尔滨工程大学,工程比选公告,工程比选公告
中华人民共和国吉林出入境边防检查总站机关办公楼及公寓2号楼部分功能房间改造采购项目（非政府采购项目）,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286940.htm,2026-09-08 15:49,吉林,中华人民共和国吉林出入境边防检查总站,,未知公告
北京交通大学科技大厦15层区域二房间招租项目成交结果公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286942.htm,2026-09-08 15:49,北京,北京交通大学,成交结果公告,成交公告
国家卫生健康委科学技术研究所大慧寺12号院1号住宅楼屋面防水维修工程比选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286944.htm,2026-09-08 15:49,北京,国家卫生健康委科学技术研究所,工程比选公告,工程比选公告
北京交通大学原印刷厂办公室东侧1间房间招租项目（二次）遴选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286933.htm,2026-09-08 15:48,北京,北京交通大学,遴选公告,遴选公告
应急管理部国家减灾中心灾害信息员大赛试题出版项目比选公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27287485.htm,2026-09-08 15:45,北京,应急管理部国家减灾中心,项目比选公告,项目比选公告
宝鸡市消防救援支队水域应急救援装备采购项目其他,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286821.htm,2026-09-08 15:42,陕西,宝鸡市消防救援支队,,未知公告
广州市消防救援支队珠吉路特勤站2026年消防装备采购项目采购需求参数征求意见公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286586.htm,2026-09-08 15:35,广东,广州市消防救援支队,征求意见公告,征求意见公告
西安交通大学医学院第一附属医院院内各类卫生纸和其他医用类耗材采购项目（采购包2）流标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286546.htm,2026-09-08 15:32,陕西,西安交通大学第一附属医院,流标公告,流标公告
江西科华项目管理有限公司关于万年县消防救援大队2026年度执勤消防车辆保险购置项目(第七次)竞争性磋商流标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286461.htm,2026-09-08 15:28,江西,万年县消防救援大队,流标公告,流标公告
陕西师范大学无线智能显微互动及3D解剖教学系统废标公告,https://www.ccgp.gov.cn/cggg/zygg/qtgg/./202609/t20260908_27286462.htm,2026-09-08 15:28,陕西,陕西师范大学,系统废标公告,系统废标公告
